Fiscal Year,Month (abbv),Component,Region,Area of Responsibility,Unique ID,Count of Officers/Agents
2019,NOV,Office of Field Operations,Southern Border,San Diego Field Office,191100068,1
2019,AUG,U.S. Border Patrol,Southern Border,Tucson Sector,190800049,1
2022,JAN,U.S. Border Patrol,Southern Border,San Diego Sector,220100060,1
2019,JUN,U.S. Border Patrol,Southern Border,Tucson Sector,190600059,2
2021,FEB,U.S. Border Patrol,Southern Border,El Paso Sector,210200023,1
2019,SEP,U.S. Border Patrol,Southern Border,Laredo Sector,190900033,1
2021,NOV,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,211100081,1
2020,AUG,U.S. Border Patrol,Southern Border,Laredo Sector,200800036,1
2019,DEC,U.S. Border Patrol,Southern Border,Tucson Sector,191200060,1
2019,MAR,U.S. Border Patrol,Southern Border,Del Rio Sector,190300004,1
2019,DEC,Office of Field Operations,Southern Border,San Diego Field Office,191200069,1
2022,MAY,Office of Field Operations,Southern Border,San Diego Field Office,220500109,1
2022,JUN,U.S. Border Patrol,Southern Border,Tucson Sector,220600006,1
2020,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,200100051,1
2020,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,200900020,1
2019,APR,Office of Field Operations,Southern Border,Laredo Field Office,190400079,1
2022,JAN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220100002,1
2021,FEB,U.S. Border Patrol,Southern Border,Yuma Sector,210200067,1
2020,JAN,U.S. Border Patrol,Southern Border,San Diego Sector,200100042,1
2020,FEB,U.S. Border Patrol,Coastal/Interior,Special Operations Group,200200052,1
2020,OCT,U.S. Border Patrol,Southern Border,Del Rio Sector,201000065,1
2022,DEC,Air and Marine Operations,Coastal/Interior,Operations Directorate,221200010,1
2020,NOV,U.S. Border Patrol,Southern Border,San Diego Sector,201100050,1
2019,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,191100050,1
2022,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,220900033,2
2019,SEP,Air and Marine Operations,Coastal/Interior,Operations Directorate,190900002,2
2019,FEB,U.S. Border Patrol,Southern Border,Laredo Sector,190200020,1
2019,JAN,U.S. Border Patrol,Southern Border,El Centro Sector,190100023,1
2022,DEC,U.S. Border Patrol,Southern Border,San Diego Sector,221200053,2
2019,NOV,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,191100036,1
2019,OCT,U.S. Border Patrol,Southern Border,San Diego Sector,191000052,1
2020,FEB,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,200200037,1
2021,AUG,U.S. Border Patrol,Southern Border,Tucson Sector,210800065,1
2022,JUN,U.S. Border Patrol,Southern Border,San Diego Sector,220600043,1
2021,NOV,U.S. Border Patrol,Southern Border,El Paso Sector,211100018,1
2020,APR,U.S. Border Patrol,Southern Border,El Paso Sector,200400020,1
2022,JUL,U.S. Border Patrol,Southern Border,Tucson Sector,220700066,1
2020,MAR,Office of Field Operations,Southern Border,Tucson Field Office,200300077,1
2020,JUN,U.S. Border Patrol,Southern Border,El Centro Sector,200600008,3
2019,JAN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,190100044,1
2022,NOV,U.S. Border Patrol,Southern Border,San Diego Sector,221100040,1
2020,DEC,U.S. Border Patrol,Southern Border,El Paso Sector,201200013,1
2019,APR,Office of Field Operations,Southern Border,Tucson Field Office,190400098,1
2020,AUG,U.S. Border Patrol,Southern Border,Del Rio Sector,200800017,2
2020,OCT,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,201000038,1
2022,DEC,U.S. Border Patrol,Southern Border,Laredo Sector,221200039,1
2021,JUN,U.S. Border Patrol,Southern Border,El Paso Sector,210600028,1
2022,APR,U.S. Border Patrol,Southern Border,Del Rio Sector,220400020,1
2020,DEC,U.S. Border Patrol,Southern Border,El Centro Sector,201200006,2
2022,APR,U.S. Border Patrol,Southern Border,San Diego Sector,220400080,1
2022,MAY,U.S. Border Patrol,Southern Border,San Diego Sector,220500049,1
2021,SEP,Air and Marine Operations,Coastal/Interior,Operations Directorate,210900008,1
2019,DEC,U.S. Border Patrol,Southern Border,San Diego Sector,191200045,1
2019,JUL,U.S. Border Patrol,Southern Border,El Centro Sector,190700012,1
2022,APR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220400071,1
2021,JUL,Office of Field Operations,Southern Border,El Paso Field Office,210700070,3
2021,NOV,Air and Marine Operations,Coastal/Interior,Operations Directorate,211100002,1
2022,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,220200062,1
2022,APR,U.S. Border Patrol,Southern Border,El Paso Sector,220400045,1
2019,JUN,U.S. Border Patrol,Southern Border,San Diego Sector,190600040,1
2022,NOV,U.S. Border Patrol,Southern Border,San Diego Sector,221100042,1
2022,MAR,U.S. Border Patrol,Southern Border,Del Rio Sector,220300018,1
2022,MAR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220300049,1
2021,JUL,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210700032,1
2022,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,221100050,1
2019,JUN,U.S. Border Patrol,Southern Border,Del Rio Sector,190600003,1
2022,MAY,U.S. Border Patrol,Southern Border,Yuma Sector,220500089,1
2022,JAN,U.S. Border Patrol,Southern Border,San Diego Sector,220100053,1
2021,DEC,U.S. Border Patrol,Southern Border,San Diego Sector,211200038,1
2020,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,200100054,1
2022,AUG,U.S. Border Patrol,Southern Border,El Centro Sector,220800028,3
2020,AUG,U.S. Border Patrol,Southern Border,El Centro Sector,200800021,4
2021,APR,Office of Field Operations,Southern Border,El Paso Field Office,210400094,1
2022,AUG,U.S. Border Patrol,Southern Border,El Paso Sector,220800041,1
2022,JUN,U.S. Border Patrol,Southern Border,Big Bend Sector,220600011,1
2021,FEB,U.S. Border Patrol,Southern Border,Del Rio Sector,210200010,1
2019,JAN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,190100036,1
2022,MAY,Office of Field Operations,Southern Border,Laredo Field Office,220500095,1
2021,OCT,U.S. Border Patrol,Southern Border,El Paso Sector,211000026,1
2022,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,220900026,2
2021,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,210300064,1
2022,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,220200069,2
2019,FEB,Office of Field Operations,Coastal/Interior,Los Angeles Field Office,190200074,1
2021,FEB,U.S. Border Patrol,Southern Border,Big Bend Sector,210200006,1
2020,JAN,U.S. Border Patrol,Northern Border,Grand Forks Sector,200100025,1
2020,AUG,Air and Marine Operations,Coastal/Interior,Operations Directorate,200800004,1
2022,OCT,U.S. Border Patrol,Southern Border,Yuma Sector,221000077,1
2020,JUL,U.S. Border Patrol,Southern Border,El Paso Sector,200700037,1
2022,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,220300073,1
2020,JAN,U.S. Border Patrol,Southern Border,El Paso Sector,200100023,1
2022,MAY,U.S. Border Patrol,Southern Border,San Diego Sector,220500058,1
2022,APR,Office of Field Operations,Southern Border,Laredo Field Office,220400014,1
2019,MAR,U.S. Border Patrol,Southern Border,El Centro Sector,190300010,1
2022,NOV,Office of Field Operations,Southern Border,San Diego Field Office,221100075,1
2021,MAR,Office of Field Operations,Southern Border,El Paso Field Office,210300076,1
2022,AUG,Air and Marine Operations,Coastal/Interior,Operations Directorate,220800012,1
2022,FEB,U.S. Border Patrol,Southern Border,San Diego Sector,220200041,1
2021,JUN,U.S. Border Patrol,Southern Border,Tucson Sector,210600091,1
2019,JAN,Office of Field Operations,Coastal/Interior,Atlanta Field Office,190100079,1
2022,SEP,Office of Field Operations,Northern Border,Boston Field Office,220900115,1
2021,FEB,U.S. Border Patrol,Southern Border,Del Rio Sector,210200016,1
2022,NOV,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,221100030,1
2020,OCT,U.S. Border Patrol,Southern Border,Tucson Sector,201000065,1
2019,JAN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,190100038,1
2022,AUG,U.S. Border Patrol,Southern Border,Tucson Sector,220800084,1
2021,MAY,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210500052,1
2019,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,190300062,1
2021,MAY,U.S. Border Patrol,Southern Border,San Diego Sector,210500063,1
2021,JAN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210100048,1
2022,JUN,U.S. Border Patrol,Southern Border,Tucson Sector,220600066,1
2020,SEP,Air and Marine Operations,Coastal/Interior,Operations Directorate,200900003,1
2022,FEB,U.S. Border Patrol,Southern Border,San Diego Sector,220200039,3
2019,JUN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,190600032,1
2019,APR,U.S. Border Patrol,Southern Border,El Paso Sector,190400022,1
2019,MAY,Office of Field Operations,Southern Border,San Diego Field Office,190500068,1
2019,SEP,U.S. Border Patrol,Southern Border,Laredo Sector,190900031,1
2022,AUG,U.S. Border Patrol,Southern Border,San Diego Sector,220800078,2
2021,JUN,U.S. Border Patrol,Southern Border,Tucson Sector,210600085,1
2022,JUN,U.S. Border Patrol,Southern Border,Tucson Sector,220600052,1
2022,JUL,U.S. Border Patrol,Southern Border,El Centro Sector,220700023,1
2022,JUN,U.S. Border Patrol,Southern Border,El Centro Sector,220600022,1
2021,MAR,U.S. Border Patrol,Southern Border,Del Rio Sector,210300016,1
2020,APR,U.S. Border Patrol,Southern Border,Del Rio Sector,200400007,1
2022,APR,U.S. Border Patrol,Southern Border,Yuma Sector,220400100,1
2021,APR,U.S. Border Patrol,Southern Border,San Diego Sector,210400051,1
2022,FEB,U.S. Border Patrol,Southern Border,El Centro Sector,220200012,1
2022,AUG,U.S. Border Patrol,Southern Border,El Centro Sector,220800033,3
2022,JUN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220600035,1
2020,NOV,U.S. Border Patrol,Southern Border,San Diego Sector,201100046,1
2019,FEB,U.S. Border Patrol,Southern Border,San Diego Sector,190200046,1
2022,AUG,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220800054,1
2022,NOV,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,221100033,1
2021,MAY,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210500056,1
2022,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,220300074,1
2021,AUG,U.S. Border Patrol,Southern Border,Yuma Sector,210800074,1
2020,JUL,U.S. Border Patrol,Southern Border,El Centro Sector,200700028,2
2019,OCT,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,191000046,1
2021,JUL,U.S. Border Patrol,Southern Border,El Paso Sector,210700022,1
2022,AUG,U.S. Border Patrol,Southern Border,El Paso Sector,220800003,2
2019,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,190900021,1
2019,FEB,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,190200030,2
2021,NOV,U.S. Border Patrol,Southern Border,Laredo Sector,211100026,1
2022,SEP,U.S. Border Patrol,Southern Border,Laredo Sector,220900042,1
2022,OCT,U.S. Border Patrol,Southern Border,El Centro Sector,221000010,1
2021,DEC,Office of Field Operations,Southern Border,Laredo Field Office,211200049,1
2022,AUG,U.S. Border Patrol,Southern Border,San Diego Sector,220800068,1
2022,AUG,U.S. Border Patrol,Southern Border,Tucson Sector,220800090,1
2021,JUN,U.S. Border Patrol,Southern Border,Tucson Sector,210600078,3
2019,JAN,U.S. Border Patrol,Southern Border,San Diego Sector,190100056,12
2020,OCT,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,201000032,1
2021,OCT,U.S. Border Patrol,Southern Border,El Paso Sector,211000021,1
2022,JUN,U.S. Border Patrol,Southern Border,El Paso Sector,220600027,2
2021,AUG,U.S. Border Patrol,Southern Border,El Centro Sector,210800013,1
2021,AUG,U.S. Border Patrol,Southern Border,El Centro Sector,210800014,1
2019,DEC,U.S. Border Patrol,Southern Border,El Centro Sector,191200011,1
2021,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,211100061,1
2020,JUL,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,200700051,1
2021,APR,Office of Field Operations,Southern Border,El Paso Field Office,210400092,1
2021,OCT,U.S. Border Patrol,Southern Border,Laredo Sector,211000032,3
2022,MAR,Air and Marine Operations,Coastal/Interior,Operations Directorate,220300011,1
2022,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,221100062,1
2022,SEP,U.S. Border Patrol,Southern Border,Tucson Sector,220900096,1
2021,SEP,Office of Field Operations,Southern Border,Laredo Field Office,210900080,1
2021,JUL,U.S. Border Patrol,Southern Border,San Diego Sector,210700039,1
2021,OCT,U.S. Border Patrol,Southern Border,Tucson Sector,211000057,1
2020,JAN,U.S. Border Patrol,Southern Border,El Centro Sector,200100012,1
2022,MAY,U.S. Border Patrol,Southern Border,Yuma Sector,220500087,1
2021,SEP,U.S. Border Patrol,Southern Border,Tucson Sector,210900056,1
2021,JUL,U.S. Border Patrol,Southern Border,Tucson Sector,210700053,1
2021,APR,U.S. Border Patrol,Southern Border,El Paso Sector,210400029,1
2022,FEB,U.S. Border Patrol,Southern Border,El Paso Sector,220200016,2
2019,DEC,U.S. Border Patrol,Southern Border,Laredo Sector,191200027,1
2019,JUN,U.S. Border Patrol,Southern Border,El Centro Sector,190600008,2
2022,MAR,U.S. Border Patrol,Southern Border,El Paso Sector,220300037,1
2019,JUL,U.S. Border Patrol,Southern Border,El Centro Sector,190700007,1
2022,JAN,U.S. Border Patrol,Southern Border,Yuma Sector,220100089,1
2019,APR,U.S. Border Patrol,Southern Border,Tucson Sector,190400063,1
2020,NOV,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,201100043,1
2022,OCT,U.S. Border Patrol,Southern Border,San Diego Sector,221000054,1
2022,FEB,U.S. Border Patrol,Southern Border,San Diego Sector,220200035,1
2022,SEP,U.S. Border Patrol,Southern Border,San Diego Sector,220900077,1
2022,MAY,U.S. Border Patrol,Southern Border,Laredo Sector,220500029,1
2020,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,200900017,2
2019,MAY,U.S. Border Patrol,Southern Border,El Centro Sector,190500016,1
2022,MAY,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220500042,1
2022,JUL,U.S. Border Patrol,Southern Border,San Diego Sector,220700052,1
2021,JAN,U.S. Border Patrol,Southern Border,San Diego Sector,210100055,8
2020,FEB,U.S. Border Patrol,Southern Border,El Centro Sector,200200015,1
2022,MAR,Office of Field Operations,Coastal/Interior,Houston Field Office,220300102,2
2022,JUN,U.S. Border Patrol,Southern Border,Tucson Sector,220600062,1
2021,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,210100057,3
2020,SEP,U.S. Border Patrol,Southern Border,El Paso Sector,200900023,1
2021,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,211100064,2
2021,SEP,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210900041,1
2020,AUG,Office of Field Operations,Southern Border,San Diego Field Office,200800069,1
2022,NOV,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,221100034,1
2022,AUG,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220800058,1
2022,NOV,Air and Marine Operations,Coastal/Interior,Operations Directorate,221100007,1
2022,OCT,U.S. Border Patrol,Southern Border,Laredo Sector,221000035,1
2020,FEB,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,200200039,1
2020,AUG,Office of Field Operations,Southern Border,San Diego Field Office,200800068,1
2022,APR,U.S. Border Patrol,Southern Border,Tucson Sector,220400084,1
2021,MAY,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210500050,1
2020,JAN,Office of Field Operations,Southern Border,Laredo Field Office,200100068,1
2022,APR,U.S. Border Patrol,Southern Border,El Centro Sector,220400032,4
2022,JUL,U.S. Border Patrol,Southern Border,El Paso Sector,220700028,1
2021,JAN,U.S. Border Patrol,Southern Border,Del Rio Sector,210100013,1
2019,MAY,Office of Field Operations,Southern Border,San Diego Field Office,190500070,1
2019,MAR,U.S. Border Patrol,Southern Border,San Diego Sector,190300051,1
2022,APR,U.S. Border Patrol,Southern Border,Del Rio Sector,220400023,1
2021,APR,U.S. Border Patrol,Southern Border,San Diego Sector,210400060,1
2021,NOV,U.S. Border Patrol,Southern Border,El Paso Sector,211100017,1
2022,MAY,U.S. Border Patrol,Southern Border,San Diego Sector,220500057,1
2019,JUL,U.S. Border Patrol,Southern Border,Laredo Sector,190700021,1
2021,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,210300058,3
2021,FEB,U.S. Border Patrol,Southern Border,San Diego Sector,210200050,1
2019,APR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,190400055,1
2019,JAN,U.S. Border Patrol,Southern Border,Yuma Sector,190100074,1
2020,JUL,U.S. Border Patrol,Southern Border,Tucson Sector,200700083,1
2019,SEP,U.S. Border Patrol,Southern Border,Laredo Sector,190900032,1
2022,DEC,Office of Field Operations,Southern Border,San Diego Field Office,221200095,1
2019,AUG,U.S. Border Patrol,Southern Border,El Centro Sector,190800014,1
2021,MAR,U.S. Border Patrol,Southern Border,San Diego Sector,210300046,1
2020,SEP,U.S. Border Patrol,Southern Border,Del Rio Sector,200900010,1
2020,JUL,U.S. Border Patrol,Southern Border,Laredo Sector,200700041,1
2020,JUN,U.S. Border Patrol,Southern Border,El Paso Sector,200600018,3
2021,OCT,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,211000042,1
2021,SEP,U.S. Border Patrol,Southern Border,Tucson Sector,210900063,1
2022,OCT,U.S. Border Patrol,Southern Border,El Paso Sector,221000026,1
2020,NOV,U.S. Border Patrol,Southern Border,El Centro Sector,201100007,1
2020,OCT,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,201000044,1
2019,SEP,U.S. Border Patrol,Southern Border,San Diego Sector,190900044,1
2021,JUL,U.S. Border Patrol,Southern Border,Tucson Sector,210700058,2
2020,JUL,U.S. Border Patrol,Coastal/Interior,Special Operations Group,200700070,9
2022,OCT,U.S. Border Patrol,Southern Border,El Paso Sector,221000087,1
2022,MAY,Office of Field Operations,Southern Border,San Diego Field Office,220500105,1
2021,MAR,Office of Field Operations,Southern Border,El Paso Field Office,210300075,1
2019,AUG,U.S. Border Patrol,Southern Border,El Centro Sector,190800017,1
2020,OCT,U.S. Border Patrol,Southern Border,Laredo Sector,201000027,1
2021,APR,U.S. Border Patrol,Southern Border,Tucson Sector,210400074,1
2019,MAR,U.S. Border Patrol,Southern Border,El Centro Sector,190300014,1
2021,JAN,U.S. Border Patrol,Southern Border,San Diego Sector,210100050,1
2020,AUG,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,200800043,2
2022,OCT,U.S. Border Patrol,Southern Border,San Diego Sector,221000057,1
2021,APR,U.S. Border Patrol,Southern Border,San Diego Sector,210400054,2
2022,JUL,U.S. Border Patrol,Southern Border,El Paso Sector,220700031,1
2022,JAN,Air and Marine Operations,Coastal/Interior,Operations Directorate,220100006,1
2021,JUL,U.S. Border Patrol,Southern Border,San Diego Sector,210700041,1
2022,SEP,U.S. Border Patrol,Southern Border,Del Rio Sector,220900001,1
2022,JUN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220600039,1
2022,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,220200070,1
2019,DEC,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,191200036,1
2021,FEB,Office of Field Operations,Northern Border,Detroit Field Office,210200077,1
2019,NOV,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,191100031,1
2022,JUN,U.S. Border Patrol,Southern Border,Yuma Sector,220600070,1
2022,JUL,U.S. Border Patrol,Southern Border,El Paso Sector,220700038,1
2021,JUL,U.S. Border Patrol,Southern Border,Laredo Sector,210700035,1
2021,JUN,U.S. Border Patrol,Southern Border,Laredo Sector,210600046,1
2022,OCT,U.S. Border Patrol,Southern Border,El Centro Sector,221000011,1
2021,MAY,Office of Field Operations,Southern Border,San Diego Field Office,210500093,1
2020,FEB,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,200200034,1
2022,JUL,U.S. Border Patrol,Southern Border,El Centro Sector,220700018,2
2019,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,190500049,3
2020,DEC,U.S. Border Patrol,Southern Border,San Diego Sector,201200034,1
2019,AUG,U.S. Border Patrol,Southern Border,Tucson Sector,190800051,1
2020,JUN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,200600028,1
2021,OCT,U.S. Border Patrol,Southern Border,Tucson Sector,211000058,1
2019,JUL,U.S. Border Patrol,Southern Border,El Centro Sector,190700009,1
2022,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,220100080,1
2022,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,220100082,1
2019,JUL,U.S. Border Patrol,Southern Border,El Centro Sector,190700010,1
2020,AUG,Air and Marine Operations,Coastal/Interior,Operations Directorate,200800006,1
2022,JAN,U.S. Border Patrol,Southern Border,San Diego Sector,220100054,2
2021,APR,U.S. Border Patrol,Southern Border,El Paso Sector,210400028,1
2021,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,210200064,4
2021,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,211100066,1
2021,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,210900015,3
2022,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,220900035,1
2022,JUN,U.S. Border Patrol,Southern Border,Laredo Sector,220600032,1
2021,DEC,U.S. Border Patrol,Southern Border,Laredo Sector,211200022,1
2022,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,221100048,1
2019,JAN,U.S. Border Patrol,Southern Border,El Paso Sector,190100029,1
2021,MAY,U.S. Border Patrol,Southern Border,Laredo Sector,210500046,1
2021,JUN,U.S. Border Patrol,Northern Border,Detroit Sector,210600016,1
2019,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,190300059,1
2021,FEB,U.S. Border Patrol,Southern Border,Del Rio Sector,210200011,1
2020,MAR,U.S. Border Patrol,Southern Border,El Paso Sector,200300026,1
2019,MAY,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,190500026,1
2022,FEB,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220200032,1
2019,NOV,U.S. Border Patrol,Southern Border,El Centro Sector,191100006,1
2019,JAN,U.S. Border Patrol,Southern Border,San Diego Sector,190100059,1
2021,FEB,U.S. Border Patrol,Southern Border,San Diego Sector,210200048,1
2022,JUL,U.S. Border Patrol,Southern Border,El Paso Sector,220700033,1
2022,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,220300082,1
2021,APR,U.S. Border Patrol,Southern Border,Tucson Sector,210400077,1
2020,AUG,U.S. Border Patrol,Southern Border,El Centro Sector,200800032,1
2019,JAN,U.S. Border Patrol,Southern Border,Big Bend Sector,190100001,1
2019,OCT,Office of Field Operations,Southern Border,El Paso Field Office,191000072,1
2022,APR,U.S. Border Patrol,Southern Border,El Paso Sector,220400112,1
2019,JUN,U.S. Border Patrol,Southern Border,Tucson Sector,190600058,1
2020,SEP,U.S. Border Patrol,Southern Border,San Diego Sector,200900041,1
2020,NOV,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,201100041,1
2022,MAR,Air and Marine Operations,Coastal/Interior,Operations Directorate,220300009,1
2022,AUG,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220800051,1
2022,JAN,Air and Marine Operations,Coastal/Interior,Operations Directorate,220100008,1
2019,NOV,U.S. Border Patrol,Southern Border,San Diego Sector,191100040,1
2022,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,220500071,1
2022,JAN,U.S. Border Patrol,Southern Border,Del Rio Sector,220100016,1
2022,JUL,U.S. Border Patrol,Southern Border,Tucson Sector,220700068,1
2021,JAN,U.S. Border Patrol,Coastal/Interior,Special Operations Group,210100056,4
2020,APR,U.S. Border Patrol,Southern Border,Tucson Sector,200400045,1
2021,AUG,U.S. Border Patrol,Southern Border,Laredo Sector,210800035,1
2022,APR,U.S. Border Patrol,Southern Border,Big Bend Sector,220400018,1
2022,FEB,U.S. Border Patrol,Southern Border,Del Rio Sector,220200009,1
2021,FEB,Office of Field Operations,Northern Border,Buffalo Field Office,210200068,1
2019,NOV,Office of Field Operations,Coastal/Interior,San Francisco Field Office,191100074,1
2022,DEC,Office of Field Operations,Southern Border,Laredo Field Office,221200080,1
2019,JAN,U.S. Border Patrol,Southern Border,El Centro Sector,190100007,1
2020,JUL,U.S. Border Patrol,Southern Border,El Centro Sector,200700018,1
2021,JUN,U.S. Border Patrol,Southern Border,Yuma Sector,210600095,1
2022,OCT,U.S. Border Patrol,Southern Border,San Diego Sector,221000050,1
2022,JUN,U.S. Border Patrol,Southern Border,El Centro Sector,220600023,1
2022,JUL,U.S. Border Patrol,Southern Border,Tucson Sector,220700079,1
2020,APR,U.S. Border Patrol,Southern Border,Laredo Sector,200400025,1
2022,DEC,U.S. Border Patrol,Southern Border,El Paso Sector,221200030,1
2021,JUN,U.S. Border Patrol,Southern Border,El Centro Sector,210600021,1
2019,MAR,U.S. Border Patrol,Southern Border,San Diego Sector,190300052,1
2022,DEC,U.S. Border Patrol,Southern Border,San Diego Sector,221200049,6
2019,OCT,U.S. Border Patrol,Southern Border,Laredo Sector,191000029,1
2022,JAN,Office of Field Operations,Southern Border,Tucson Field Office,220100101,1
2019,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,190200058,1
2019,DEC,U.S. Border Patrol,Southern Border,San Diego Sector,191200048,1
2020,JUN,Office of Field Operations,Southern Border,Laredo Field Office,200600043,1
2020,DEC,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,201200031,1
2022,JAN,U.S. Border Patrol,Southern Border,San Diego Sector,220100059,1
2021,AUG,U.S. Border Patrol,Southern Border,El Centro Sector,210800019,1
2021,FEB,U.S. Border Patrol,Southern Border,San Diego Sector,210200041,1
2021,JUL,U.S. Border Patrol,Southern Border,Laredo Sector,210700026,1
2019,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,190500056,1
2019,SEP,U.S. Border Patrol,Southern Border,Laredo Sector,190900034,1
2019,OCT,U.S. Border Patrol,Southern Border,El Centro Sector,191000017,1
2019,NOV,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,191100030,1
2022,APR,U.S. Border Patrol,Southern Border,El Paso Sector,220400037,1
2019,APR,U.S. Border Patrol,Southern Border,San Diego Sector,190400062,1
2020,JAN,U.S. Border Patrol,Southern Border,San Diego Sector,200100046,1
2021,JAN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210100040,1
2020,OCT,U.S. Border Patrol,Southern Border,San Diego Sector,201000060,1
2021,SEP,U.S. Border Patrol,Southern Border,Del Rio Sector,210900011,1
2019,DEC,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,191200038,1
2020,DEC,U.S. Border Patrol,Coastal/Interior,Special Operations Group,201200036,4
2020,AUG,U.S. Border Patrol,Southern Border,Tucson Sector,200800054,2
2022,SEP,U.S. Border Patrol,Southern Border,San Diego Sector,220900076,1
2021,APR,U.S. Border Patrol,Southern Border,Laredo Sector,210400037,1
2021,FEB,U.S. Border Patrol,Southern Border,San Diego Sector,210200043,1
2019,MAR,Office of Field Operations,Southern Border,Laredo Field Office,190300068,1
2022,MAR,U.S. Border Patrol,Southern Border,Big Bend Sector,220300104,1
2022,OCT,U.S. Border Patrol,Southern Border,San Diego Sector,221000055,1
2021,NOV,Office of Field Operations,Southern Border,San Diego Field Office,211100076,2
2019,MAY,U.S. Border Patrol,Southern Border,El Centro Sector,190500018,1
2022,JAN,U.S. Border Patrol,Southern Border,San Diego Sector,220100062,1
