Fiscal Year,Month (abbv),Component,Region,Area of Responsibility,Unique ID,Count of Officers/Agents
2021,NOV,U.S. Border Patrol,Southern Border,San Diego Sector,211100051,1
2023,AUG,U.S. Border Patrol,Southern Border,El Centro Sector,230800042,2
2021,JUL,U.S. Border Patrol,Southern Border,Laredo Sector,210700024,1
2022,MAY,U.S. Border Patrol,Southern Border,Big Bend Sector,220500008,1
2024,JUL,U.S. Border Patrol,Southern Border,Del Rio Sector,240700010,1
2023,MAR,U.S. Border Patrol,Southern Border,Laredo Sector,230300062,1
2024,AUG,U.S. Border Patrol,Coastal/Interior,Special Operations Group,240800048,1
2021,MAR,U.S. Border Patrol,Southern Border,San Diego Sector,210300053,1
2024,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,240200079,1
2023,JUN,U.S. Border Patrol,Coastal/Interior,Special Operations Group,230600068,1
2022,MAR,U.S. Border Patrol,Southern Border,Yuma Sector,220300092,1
2024,OCT,U.S. Border Patrol,Southern Border,Big Bend Sector,241000014,1
2021,OCT,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,211000037,1
2023,NOV,U.S. Border Patrol,Southern Border,Del Rio Sector,231100022,1
2023,FEB,U.S. Border Patrol,Southern Border,El Paso Sector,230200010,1
2021,DEC,Office of Field Operations,Coastal/Interior,Houston Field Office,211200061,1
2021,OCT,U.S. Border Patrol,Southern Border,San Diego Sector,211000044,1
2022,SEP,U.S. Border Patrol,Southern Border,Tucson Sector,220900088,1
2023,MAY,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,230500051,1
2023,MAY,U.S. Border Patrol,Southern Border,San Diego Sector,230500058,1
2023,MAY,U.S. Border Patrol,Southern Border,Del Rio Sector,230500014,2
2021,DEC,U.S. Border Patrol,Southern Border,Del Rio Sector,211200006,1
2023,AUG,Office of Field Operations,Coastal/Interior,Chicago Field Office,230800009,1
2022,OCT,U.S. Border Patrol,Southern Border,El Centro Sector,221000016,2
2022,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,220300079,1
2022,DEC,Air and Marine Operations,Coastal/Interior,Operations Directorate,221200016,1
2022,OCT,U.S. Border Patrol,Southern Border,San Diego Sector,221000051,3
2022,NOV,Office of Field Operations,Southern Border,San Diego Field Office,221100080,1
2023,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,230900027,1
2022,MAY,Office of Field Operations,Southern Border,San Diego Field Office,220500107,1
2023,DEC,U.S. Border Patrol,Southern Border,El Centro Sector,231200023,3
2023,JUN,U.S. Border Patrol,Southern Border,Tucson Sector,230600076,1
2024,JUL,U.S. Border Patrol,Southern Border,San Diego Sector,240700051,1
2024,FEB,U.S. Border Patrol,Southern Border,El Paso Sector,240200030,1
2021,AUG,Office of Field Operations,Southern Border,San Diego Field Office,210800095,1
2024,JUN,Office of Field Operations,Southern Border,San Diego Field Office,240600078,1
2023,MAR,U.S. Border Patrol,Southern Border,El Paso Sector,230300028,1
2024,JUL,U.S. Border Patrol,Southern Border,San Diego Sector,240700050,1
2022,DEC,Air and Marine Operations,Coastal/Interior,Operations Directorate,221200013,1
2024,JUL,U.S. Border Patrol,Southern Border,Del Rio Sector,240700016,1
2023,MAR,U.S. Border Patrol,Southern Border,El Paso Sector,230300056,1
2023,JUL,Office of Field Operations,Southern Border,San Diego Field Office,230700090,2
2022,JAN,U.S. Border Patrol,Southern Border,El Paso Sector,220100029,1
2024,JUL,U.S. Border Patrol,Southern Border,San Diego Sector,240700053,1
2024,MAR,U.S. Border Patrol,Southern Border,San Diego Sector,240300032,1
2024,APR,U.S. Border Patrol,Southern Border,Yuma Sector,240400073,1
2022,JAN,U.S. Border Patrol,Southern Border,San Diego Sector,220100055,1
2023,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,230300109,1
2021,JUN,Office of Field Operations,Southern Border,San Diego Field Office,210600102,1
2023,JAN,Office of Field Operations,Southern Border,Laredo Field Office,230100093,1
2022,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,220200058,1
2022,AUG,U.S. Border Patrol,Southern Border,El Centro Sector,220800035,1
2021,JUL,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210700034,1
2022,NOV,U.S. Border Patrol,Southern Border,San Diego Sector,221100039,1
2023,MAR,U.S. Border Patrol,Southern Border,El Paso Sector,230300031,1
2023,OCT,U.S. Border Patrol,Southern Border,Tucson Sector,231000101,2
2022,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,220200059,1
2021,MAR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210300034,1
2023,DEC,U.S. Border Patrol,Southern Border,El Centro Sector,231200020,1
2021,SEP,Office of Field Operations,Southern Border,El Paso Field Office,210900004,1
2021,JUN,U.S. Border Patrol,Southern Border,El Paso Sector,210600035,1
2023,APR,Air and Marine Operations,Coastal/Interior,Operations Directorate,230400002,1
2021,MAR,U.S. Border Patrol,Southern Border,Del Rio Sector,210300012,1
2023,APR,U.S. Border Patrol,Southern Border,El Paso Sector,230400026,1
2024,AUG,U.S. Border Patrol,Southern Border,El Paso Sector,240800019,1
2021,JUN,U.S. Border Patrol,Southern Border,Laredo Sector,210600042,1
2023,MAY,Air and Marine Operations,Coastal/Interior,Operations Directorate,230500010,1
2021,OCT,U.S. Border Patrol,Southern Border,Del Rio Sector,211000012,1
2021,JAN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210100039,1
2024,AUG,U.S. Border Patrol,Southern Border,Tucson Sector,240800059,2
2021,AUG,U.S. Border Patrol,Southern Border,Yuma Sector,210800072,1
2022,MAR,U.S. Border Patrol,Southern Border,El Centro Sector,220300024,1
2023,MAR,U.S. Border Patrol,Southern Border,El Paso Sector,230300047,1
2021,APR,U.S. Border Patrol,Southern Border,San Diego Sector,210400055,1
2023,AUG,U.S. Border Patrol,Southern Border,Tucson Sector,230800102,1
2023,APR,U.S. Border Patrol,Southern Border,El Paso Sector,230400030,1
2024,DEC,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,241200041,1
2023,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,230100071,1
2022,MAY,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220500045,1
2023,DEC,U.S. Border Patrol,Southern Border,San Diego Sector,231200056,2
2024,DEC,U.S. Border Patrol,Southern Border,Big Bend Sector,241200017,1
2023,OCT,U.S. Border Patrol,Southern Border,El Paso Sector,231000058,1
2023,DEC,U.S. Border Patrol,Southern Border,Tucson Sector,231200071,1
2023,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,230100073,1
2022,JAN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220100037,1
2023,APR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,230400061,2
2024,JUN,U.S. Border Patrol,Southern Border,San Diego Sector,240600046,1
2022,SEP,U.S. Border Patrol,Southern Border,Tucson Sector,220900098,2
2024,SEP,U.S. Border Patrol,Southern Border,Del Rio Sector,240900015,1
2021,JUL,U.S. Border Patrol,Southern Border,Tucson Sector,210700048,2
2021,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,210500069,1
2022,JAN,Office of Field Operations,Southern Border,San Diego Field Office,220100092,1
2021,JUN,U.S. Border Patrol,Southern Border,El Centro Sector,210600018,1
2022,AUG,U.S. Border Patrol,Southern Border,Tucson Sector,220800081,1
2022,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,220200068,1
2023,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,230500044,1
2021,NOV,U.S. Border Patrol,Southern Border,Del Rio Sector,211100007,3
2021,MAY,Office of Field Operations,Southern Border,El Paso Field Office,210500092,1
2024,OCT,U.S. Border Patrol,Southern Border,Del Rio Sector,241000019,1
2023,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,230500045,1
2023,APR,U.S. Border Patrol,Southern Border,El Centro Sector,230400020,4
2022,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,220100076,1
2021,JUN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210600053,1
2023,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,230300105,1
2023,MAY,Office of Field Operations,Southern Border,El Paso Field Office,230500101,1
2023,NOV,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,231100051,1
2022,JAN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220100041,1
2021,APR,U.S. Border Patrol,Southern Border,El Centro Sector,210400021,1
2024,SEP,U.S. Border Patrol,Northern Border,Grand Forks Sector,240900031,1
2023,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,230500003,2
2022,NOV,U.S. Border Patrol,Southern Border,El Centro Sector,221100016,1
2022,AUG,U.S. Border Patrol,Southern Border,Tucson Sector,220800087,1
2021,SEP,U.S. Border Patrol,Southern Border,Laredo Sector,210900036,1
2024,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,240500030,1
2022,JUN,U.S. Border Patrol,Southern Border,Tucson Sector,220600054,1
2024,APR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,240400049,1
2022,FEB,Office of Field Operations,Southern Border,San Diego Field Office,220200094,1
2022,MAR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220300045,1
2024,NOV,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,241100038,1
2022,OCT,U.S. Border Patrol,Southern Border,Yuma Sector,221000074,1
2021,APR,U.S. Border Patrol,Southern Border,Tucson Sector,210400076,1
2023,SEP,U.S. Border Patrol,Southern Border,Tucson Sector,230900071,1
2023,SEP,U.S. Border Patrol,Southern Border,El Paso Sector,230900035,1
2023,AUG,U.S. Border Patrol,Southern Border,El Paso Sector,230800047,1
2021,MAY,U.S. Border Patrol,Southern Border,San Diego Sector,210500065,2
2021,OCT,U.S. Border Patrol,Southern Border,San Diego Sector,211000053,1
2021,JUN,U.S. Border Patrol,Southern Border,San Diego Sector,210600061,1
2024,JAN,Office of Field Operations,Southern Border,San Diego Field Office,240100070,1
2023,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,230100066,3
2023,JUL,U.S. Border Patrol,Southern Border,Tucson Sector,230700075,1
2022,DEC,Office of Field Operations,Southern Border,San Diego Field Office,221200007,1
2021,MAY,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210500047,1
2024,JUL,Office of Field Operations,Southern Border,Laredo Field Office,240700078,1
2023,DEC,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,231200051,1
2022,DEC,U.S. Border Patrol,Southern Border,Laredo Sector,221200042,1
2022,DEC,Office of Field Operations,Southern Border,Tucson Field Office,221200098,1
2022,MAR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220300043,2
2023,OCT,U.S. Border Patrol,Southern Border,San Diego Sector,231000077,4
2023,JUL,U.S. Border Patrol,Southern Border,Laredo Sector,230700038,1
2024,APR,Office of Field Operations,Southern Border,Laredo Field Office,240400077,1
2021,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,210900020,1
2022,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,220200078,1
2021,JAN,U.S. Border Patrol,Southern Border,Del Rio Sector,210100012,1
2023,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,230500036,1
2024,SEP,U.S. Border Patrol,Coastal/Interior,New Orleans Sector,240900036,1
2023,JUL,U.S. Border Patrol,Southern Border,Del Rio Sector,230700001,1
2022,JUN,Office of Field Operations,Southern Border,San Diego Field Office,220600082,1
2021,JUN,Air and Marine Operations,Coastal/Interior,Operations Directorate,210600005,1
2022,MAY,U.S. Border Patrol,Southern Border,Yuma Sector,220500113,1
2022,NOV,U.S. Border Patrol,Southern Border,San Diego Sector,221100085,1
2023,JAN,U.S. Border Patrol,Southern Border,El Paso Sector,230100032,2
2022,NOV,U.S. Border Patrol,Southern Border,El Paso Sector,221100022,1
2022,MAR,U.S. Border Patrol,Southern Border,Yuma Sector,220300090,1
2024,JUN,U.S. Border Patrol,Southern Border,El Paso Sector,240600017,1
2024,APR,U.S. Border Patrol,Southern Border,San Diego Sector,240400051,1
2022,MAR,Office of Field Operations,Southern Border,Laredo Field Office,220300095,1
2022,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,220500067,1
2022,AUG,U.S. Border Patrol,Southern Border,Tucson Sector,220800080,1
2021,FEB,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210200040,1
2023,JUN,U.S. Border Patrol,Southern Border,San Diego Sector,230600060,2
2022,JUL,U.S. Border Patrol,Southern Border,San Diego Sector,220700059,1
2021,OCT,U.S. Border Patrol,Southern Border,Laredo Sector,211000031,1
2023,DEC,U.S. Border Patrol,Southern Border,Del Rio Sector,231200013,3
2022,SEP,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220900052,1
2021,DEC,U.S. Border Patrol,Southern Border,Del Rio Sector,211200007,1
2024,DEC,U.S. Border Patrol,Southern Border,Tucson Sector,241200011,1
2023,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,231100074,1
2023,JUN,U.S. Border Patrol,Southern Border,Tucson Sector,230600078,1
2022,OCT,U.S. Border Patrol,Southern Border,Yuma Sector,221000075,1
2023,FEB,U.S. Border Patrol,Southern Border,El Paso Sector,230200048,4
2021,JUN,U.S. Border Patrol,Southern Border,Tucson Sector,210600075,1
2023,NOV,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,231100046,1
2023,MAY,Office of Field Operations,Southern Border,San Diego Field Office,230500099,1
2023,AUG,Office of Field Operations,Southern Border,Tucson Field Office,230800010,1
2021,JUL,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210700033,1
2021,MAY,U.S. Border Patrol,Southern Border,Yuma Sector,210500089,1
2023,NOV,Air and Marine Operations,Coastal/Interior,Operations Directorate,231100117,2
2023,MAR,U.S. Border Patrol,Southern Border,El Paso Sector,230300128,1
2022,OCT,U.S. Border Patrol,Southern Border,El Paso Sector,221000023,2
2022,DEC,U.S. Border Patrol,Southern Border,Yuma Sector,221200005,1
2022,AUG,U.S. Border Patrol,Southern Border,San Diego Sector,220800066,1
2021,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,210300059,1
2024,JAN,Office of Field Operations,Southern Border,Laredo Field Office,240100003,1
2024,DEC,U.S. Border Patrol,Southern Border,El Centro Sector,241200023,1
2023,FEB,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,230200063,1
2022,APR,U.S. Border Patrol,Southern Border,El Centro Sector,220400024,5
2022,JUL,Air and Marine Operations,Coastal/Interior,Operations Directorate,220700005,1
2022,DEC,Air and Marine Operations,Coastal/Interior,Operations Directorate,221200011,1
2022,AUG,U.S. Border Patrol,Southern Border,Del Rio Sector,220800025,1
2023,JUN,Office of Field Operations,Southern Border,Tucson Field Office,230600090,1
2022,MAR,U.S. Border Patrol,Southern Border,Yuma Sector,220300085,3
2022,OCT,Air and Marine Operations,Coastal/Interior,Operations Directorate,221000002,1
2021,JUN,U.S. Border Patrol,Southern Border,Big Bend Sector,210600073,1
2023,DEC,U.S. Border Patrol,Southern Border,San Diego Sector,231200062,1
2024,JUL,Office of Field Operations,Northern Border,Buffalo Field Office,240700076,1
2024,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,240100057,1
2022,AUG,U.S. Border Patrol,Southern Border,El Centro Sector,220800027,1
2022,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,220900028,2
2024,JAN,Air and Marine Operations,Coastal/Interior,Operations Directorate,240100005,1
2023,APR,U.S. Border Patrol,Southern Border,El Centro Sector,230400022,1
2022,FEB,U.S. Border Patrol,Southern Border,San Diego Sector,220200040,1
2022,MAY,U.S. Border Patrol,Southern Border,Laredo Sector,220500031,1
2023,OCT,U.S. Border Patrol,Southern Border,Laredo Sector,231000063,1
2023,FEB,U.S. Border Patrol,Southern Border,El Paso Sector,230200047,3
2023,JAN,Air and Marine Operations,Coastal/Interior,Operations Directorate,230100001,1
2023,JUL,U.S. Border Patrol,Southern Border,Tucson Sector,230700066,1
2024,DEC,U.S. Border Patrol,Southern Border,El Paso Sector,241200029,1
2023,JUL,U.S. Border Patrol,Southern Border,Laredo Sector,230700041,1
2023,OCT,U.S. Border Patrol,Southern Border,San Diego Sector,231000080,1
2023,MAR,Air and Marine Operations,Coastal/Interior,Operations Directorate,230300011,1
2022,JUL,U.S. Border Patrol,Southern Border,San Diego Sector,220700054,1
2021,AUG,U.S. Border Patrol,Southern Border,El Centro Sector,210800023,1
2024,DEC,Office of Field Operations,Southern Border,Laredo Field Office,241200060,1
2022,AUG,U.S. Border Patrol,Southern Border,El Paso Sector,220800039,1
2023,DEC,U.S. Border Patrol,Southern Border,Yuma Sector,231200091,1
2022,AUG,U.S. Border Patrol,Southern Border,El Centro Sector,220800026,5
2022,JAN,Air and Marine Operations,Coastal/Interior,Operations Directorate,220100013,1
2022,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,220500023,1
2022,SEP,U.S. Border Patrol,Southern Border,Yuma Sector,220900112,1
2021,JUN,U.S. Border Patrol,Southern Border,Tucson Sector,210600083,1
2023,NOV,Office of Field Operations,Southern Border,Laredo Field Office,231100107,1
2023,FEB,U.S. Border Patrol,Southern Border,Laredo Sector,230200058,1
2022,JAN,Office of Field Operations,Southern Border,San Diego Field Office,220100097,1
2021,SEP,U.S. Border Patrol,Southern Border,Big Bend Sector,210900010,1
2021,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,210200059,1
2022,JUN,U.S. Border Patrol,Southern Border,San Diego Sector,220600045,2
2023,JUL,U.S. Border Patrol,Southern Border,Tucson Sector,230700072,2
2023,JUL,U.S. Border Patrol,Southern Border,Tucson Sector,230700078,1
2024,JUL,U.S. Border Patrol,Southern Border,El Paso Sector,240700028,1
2023,APR,U.S. Border Patrol,Southern Border,Tucson Sector,230400086,1
2023,OCT,U.S. Border Patrol,Southern Border,Laredo Sector,231000017,1
2023,SEP,Air and Marine Operations,Coastal/Interior,Operations Directorate,230900011,1
2023,MAR,U.S. Border Patrol,Southern Border,El Paso Sector,230300046,1
2023,DEC,U.S. Border Patrol,Southern Border,Yuma Sector,231200089,2
2022,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,220500062,1
2021,MAR,U.S. Border Patrol,Southern Border,San Diego Sector,210300055,2
2021,FEB,U.S. Border Patrol,Southern Border,El Centro Sector,210200017,1
2023,OCT,U.S. Border Patrol,Southern Border,El Centro Sector,231000052,1
2021,MAY,U.S. Border Patrol,Southern Border,Laredo Sector,210500044,1
2022,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,220100077,2
2021,JUN,U.S. Border Patrol,Southern Border,San Diego Sector,210600063,1
2023,APR,Office of Field Operations,Southern Border,Laredo Field Office,230400095,1
2021,SEP,U.S. Border Patrol,Southern Border,Tucson Sector,210900066,1
2022,JAN,U.S. Border Patrol,Southern Border,El Centro Sector,220100023,1
2023,SEP,Air and Marine Operations,Coastal/Interior,Operations Directorate,230900012,1
2022,DEC,U.S. Border Patrol,Southern Border,Tucson Sector,221200062,2
2022,MAR,U.S. Border Patrol,Northern Border,Swanton Sector,220300064,1
2022,JUL,U.S. Border Patrol,Southern Border,Tucson Sector,220700082,2
2024,JUN,Office of Field Operations,Southern Border,Laredo Field Office,240600068,1
2024,JUL,U.S. Border Patrol,Southern Border,San Diego Sector,240700056,1
2022,APR,U.S. Border Patrol,Southern Border,El Centro Sector,220400003,3
2022,DEC,Office of Field Operations,Southern Border,San Diego Field Office,221200083,1
2022,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,220300065,1
2021,DEC,U.S. Border Patrol,Southern Border,El Paso Sector,211200019,3
2024,OCT,Office of Field Operations,Southern Border,Laredo Field Office,241000006,1
2022,JUL,Office of Field Operations,Southern Border,San Diego Field Office,220700107,1
2023,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,230200093,3
2022,OCT,U.S. Border Patrol,Southern Border,El Centro Sector,221000013,1
2023,JUL,U.S. Border Patrol,Southern Border,San Diego Sector,230700051,1
2022,OCT,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,221000038,1
2023,MAY,U.S. Border Patrol,Southern Border,El Centro Sector,230500020,1
2023,OCT,Office of Field Operations,Southern Border,Laredo Field Office,231000035,1
2024,APR,U.S. Border Patrol,Southern Border,San Diego Sector,240400059,1
2021,JUN,U.S. Border Patrol,Southern Border,San Diego Sector,210600067,1
2024,FEB,U.S. Border Patrol,Southern Border,San Diego Sector,240200062,1
2023,MAR,U.S. Border Patrol,Southern Border,Del Rio Sector,230300138,1
2023,JUL,U.S. Border Patrol,Southern Border,Tucson Sector,230700069,2
2022,APR,U.S. Border Patrol,Southern Border,Tucson Sector,220400087,1
2024,JAN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,240100045,1
2022,OCT,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,221000036,1
2023,MAR,Office of Field Operations,Southern Border,El Paso Field Office,230300129,1
2023,APR,U.S. Border Patrol,Southern Border,El Paso Sector,230400036,1
2024,MAY,Air and Marine Operations,Coastal/Interior,Operations Directorate,240500007,2
2024,MAR,U.S. Border Patrol,Southern Border,San Diego Sector,240300036,1
2022,AUG,U.S. Border Patrol,Southern Border,El Centro Sector,220800029,1
2022,AUG,U.S. Border Patrol,Southern Border,San Diego Sector,220800060,1
2023,SEP,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,230900045,1
2024,MAY,U.S. Border Patrol,Southern Border,Del Rio Sector,240500023,1
2024,APR,Air and Marine Operations,Coastal/Interior,Operations Directorate,240400004,1
2023,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,231100072,1
2021,JUN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210600049,1
2023,JUN,U.S. Border Patrol,Southern Border,El Centro Sector,230600014,1
2023,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,230500039,1
2022,JUL,U.S. Border Patrol,Southern Border,Laredo Sector,220700001,1
2021,AUG,Office of Field Operations,Southern Border,San Diego Field Office,210800092,1
2024,APR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,240400045,1
2023,FEB,Office of Field Operations,Coastal/Interior,Miami Field Office,230200127,1
2023,MAY,U.S. Border Patrol,Southern Border,San Diego Sector,230500060,3
2024,MAR,U.S. Border Patrol,Southern Border,San Diego Sector,240300033,1
2023,DEC,U.S. Border Patrol,Southern Border,El Paso Sector,231200105,1
2021,FEB,Office of Field Operations,Southern Border,Tucson Field Office,210200075,1
2024,SEP,U.S. Border Patrol,Southern Border,San Diego Sector,240900044,1
2022,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,220200061,1
2024,JUL,U.S. Border Patrol,Southern Border,Tucson Sector,240700073,1
2023,OCT,U.S. Border Patrol,Southern Border,Del Rio Sector,231000044,1
2021,JUN,U.S. Border Patrol,Southern Border,San Diego Sector,210600070,1
2022,JUN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220600092,1
2022,MAY,U.S. Border Patrol,Southern Border,San Diego Sector,220500060,1
2022,SEP,U.S. Border Patrol,Southern Border,Tucson Sector,220900087,1
2024,AUG,Office of Field Operations,Southern Border,San Diego Field Office,240800068,1
2022,JUL,Office of Field Operations,Southern Border,Tucson Field Office,220700108,1
2022,JUL,U.S. Border Patrol,Southern Border,El Centro Sector,220700019,3
2021,JUL,U.S. Border Patrol,Southern Border,El Paso Sector,210700018,1
2023,FEB,U.S. Border Patrol,Southern Border,El Paso Sector,230200045,1
2024,NOV,U.S. Border Patrol,Southern Border,El Paso Sector,241100030,1
2024,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,240500003,1
2022,JUN,Office of Field Operations,Southern Border,El Paso Field Office,220600077,1
2021,DEC,Office of Field Operations,Southern Border,Laredo Field Office,211200051,1
2023,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,230500089,1
2022,AUG,U.S. Border Patrol,Southern Border,Tucson Sector,220800088,1
2024,MAR,Office of Field Operations,Southern Border,Tucson Field Office,240300071,1
2021,MAR,U.S. Border Patrol,Northern Border,Buffalo Sector,210300011,1
2022,FEB,U.S. Border Patrol,Southern Border,El Paso Sector,220200015,1
2024,NOV,U.S. Border Patrol,Southern Border,El Centro Sector,241100016,3
2024,JUN,U.S. Border Patrol,Southern Border,Laredo Sector,240600031,4
2023,DEC,U.S. Border Patrol,Southern Border,El Paso Sector,231200003,1
2023,DEC,U.S. Border Patrol,Southern Border,Tucson Sector,231200073,1
2022,SEP,U.S. Border Patrol,Southern Border,Del Rio Sector,220900012,1
2023,FEB,U.S. Border Patrol,Coastal/Interior,Miami Sector,230200059,1
2021,APR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210400046,1
2022,SEP,U.S. Border Patrol,Southern Border,El Paso Sector,220900040,1
2022,OCT,U.S. Border Patrol,Southern Border,Del Rio Sector,221000009,1
2024,MAR,U.S. Border Patrol,Southern Border,Del Rio Sector,240300009,1
2023,JAN,U.S. Border Patrol,Southern Border,San Diego Sector,230100048,3
2024,JAN,U.S. Border Patrol,Southern Border,El Centro Sector,240100016,1
2024,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,240500078,1
2024,APR,Office of Field Operations,Southern Border,Laredo Field Office,240400078,2
2024,JAN,U.S. Border Patrol,Southern Border,Laredo Sector,240100038,1
2023,NOV,U.S. Border Patrol,Southern Border,El Centro Sector,231100027,1
2023,AUG,U.S. Border Patrol,Southern Border,El Centro Sector,230800003,1
2023,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,230300097,1
2023,DEC,U.S. Border Patrol,Southern Border,Tucson Sector,231200086,1
2023,NOV,Air and Marine Operations,Coastal/Interior,Operations Directorate,231100013,1
2023,JAN,Air and Marine Operations,Coastal/Interior,Operations Directorate,230100002,1
2023,JUL,U.S. Border Patrol,Southern Border,El Centro Sector,230700022,1
2022,JUL,U.S. Border Patrol,Southern Border,El Centro Sector,220700015,1
2023,JAN,U.S. Border Patrol,Southern Border,Del Rio Sector,230100014,1
2024,NOV,Air and Marine Operations,Coastal/Interior,Operations Directorate,241100001,1
2022,AUG,U.S. Border Patrol,Southern Border,Tucson Sector,220800094,1
2023,JUN,U.S. Border Patrol,Southern Border,El Paso Sector,230600038,1
2024,JUL,U.S. Border Patrol,Southern Border,El Paso Sector,240700026,1
2024,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,240300054,1
2021,MAY,U.S. Border Patrol,Southern Border,Yuma Sector,210500088,1
2022,APR,U.S. Border Patrol,Southern Border,San Diego Sector,220400075,1
2021,NOV,U.S. Border Patrol,Southern Border,Del Rio Sector,211100011,1
2022,AUG,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220800049,1
2022,JAN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220100036,1
2022,MAY,U.S. Border Patrol,Southern Border,San Diego Sector,220500052,1
2023,FEB,U.S. Border Patrol,Southern Border,El Paso Sector,230200034,2
2024,JAN,U.S. Border Patrol,Southern Border,El Centro Sector,240100015,1
2021,SEP,U.S. Border Patrol,Southern Border,El Paso Sector,210900029,1
2023,AUG,U.S. Border Patrol,Northern Border,Swanton Sector,230800086,1
2021,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,210900021,1
2023,OCT,U.S. Border Patrol,Southern Border,El Paso Sector,231000053,1
2022,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,220500073,2
2024,AUG,U.S. Border Patrol,Southern Border,El Paso Sector,240800018,1
2023,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,230500031,1
2023,AUG,Office of Field Operations,Southern Border,Laredo Field Office,230800113,2
2021,OCT,U.S. Border Patrol,Southern Border,El Paso Sector,211000027,1
2023,JUL,U.S. Border Patrol,Southern Border,El Centro Sector,230700018,1
2022,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,220200075,3
2023,MAY,U.S. Border Patrol,Southern Border,San Diego Sector,230500063,1
